input,output
"As the social media manager for 'astro' (Twitter: @stadiumastro), create a tweet using the following keywords: ['international', 'break', 'schedule', 'season']. Craft a message that aligns with our brand and is likely to receive at least 65 likes.",Catch these #ICC2018 matches this week on Astro and #AstroGO! <hyperlink>
"As the social media manager for 'opel' (Twitter: @OpelIreland), create a tweet using the following keywords: ['chocolate', 'cake', 'car', 'spoon']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.",Sporting your favourite colour is a piece of cake with the #Insignia Exclusive: <hyperlink> Which shade makes your mouth water? <hyperlink>
"As the social media manager for 'cnn' (Twitter: @CNNPolitics), create a tweet using the following keywords: ['michael', 'bloomberg', 'mayor', 'new', 'york', 'city', 'speak', 'new', 'york', 'speak']. Craft a message that aligns with our brand and is likely to receive at least 2517 likes.",BREAKING: Former NYC Mayor Michael Bloomberg ends his presidential campaign and endorses Joe Biden <hyperlink> <hyperlink>
"As the social media manager for 'williams' (Twitter: @WilliamsSharrie), create a tweet using the following keywords: ['dj', 'khaled', 'kim', 'kardashian', 'nike', 'store', 'new', 'york']. Craft a message that aligns with our brand and is likely to receive at least 483 likes.",Great to see <mention>. He came out to support <mention> and his push to create a fairer criminal justice system. Khaled also took time out to meet dozens of kids impacted by the system <mention> #Shining #WeTheBest -NBA STORE NYC <hyperlink>
"As the social media manager for 'lufthansa' (Twitter: @lufthansaNews), create a tweet using the following keywords: ['crowd', 'people', 'gather', 'large', 'airplane', 'gather']. Craft a message that aligns with our brand and is likely to receive at least 344 likes.","A300: „Hello, may I come in?“ 
Lufthansa: “Sure, don’t be shy!” #TBT to 1976 when we welcomed our first #A300 in Hamburg. <mention> <hyperlink>"
"As the social media manager for 'cnn' (Twitter: @CNN), create a tweet using the following keywords: ['oprah', 'winfrey', 'pose', 'golden', 'globe', 'award', 'good', 'actress', 'motion', 'picture', 'drama', 'pose']. Craft a message that aligns with our brand and is likely to receive at least 605 likes.",Oprah knew exactly what she was doing on Sunday night | Analysis by <mention> <hyperlink> <hyperlink>
"As the social media manager for 'allstate' (Twitter: @SugarBowlNola), create a tweet using the following keywords: ['justin', 'herbert', 'cover', 'athlete', 'manning', 'award']. Craft a message that aligns with our brand and is likely to receive at least 200 likes.","Congrats to Justin Herbert, a senior from the University of Oregon, who has been selected as the Week 2 #ManningAward Quarterback of the Week. <mention> 🏈🏆 <mention> 

<hyperlink> <hyperlink>"
"As the social media manager for 'asus' (Twitter: @ASUS_ROG_IN), create a tweet using the following keywords: ['asus', 'rog', 'shogun', 'gaming', 'laptop', 'gaming', 'mouse', 'keyboard', 'rog']. Craft a message that aligns with our brand and is likely to receive at least 13 likes.","Set your strategies right for the ultimate showdown in #PUBG #PC

Register Here: <hyperlink>
Know More: <hyperlink>

#ROG #IntelGaming #ROGIndia #ROGShowdown <hyperlink>"
"As the social media manager for 'padi' (Twitter: @PADI), create a tweet using the following keywords: ['diver', 'look', 'large', 'stone', 'look']. Craft a message that aligns with our brand and is likely to receive at least 113 likes.","There are nearly 1,000 Moai statues located on Easter Island - some weighing up to 86 tons and standing up to 10m (30ft) in height. However, this underwater Moai is one of a kind, created for the 1994 film 'Rapa Nui'.  📷: Eduardo Sorensen | Centro De Buceo Mike Rapu <hyperlink>"
"As the social media manager for 'siemens' (Twitter: @siemens_press), create a tweet using the following keywords: ['jim', 'hagerman', 'senior', 'vice', 'president', 'global', 'operation', 'manger', 'board', 'director']. Craft a message that aligns with our brand and is likely to receive at least 42 likes.","Our new proposed compensation system for the <mention> Managing Board will strengthen responsibility criteria and introduce sustainability targets. 
Read more at 👉<hyperlink> <hyperlink>"
"As the social media manager for 'williams' (Twitter: @LaytonWilliams), create a tweet using the following keywords: ['good', 'actor', 'musical', 'screenshot']. Craft a message that aligns with our brand and is likely to receive at least 146 likes.",My bestie doesn’t have Twitter so we’re gonna use mine to make sure ya’ll VOTE for JOHN MCCREA as ‘Best Actor In A Musical’ for <mention> Awards! &amp; <mention> for ‘Best New Musical’! He’s in my WhatsApp right now sending love and thanking you all in advance. 👠❤️👠 <hyperlink>
"As the social media manager for 'astro' (Twitter: @ASTROGaming), create a tweet using the following keywords: ['gaming', 'headset', 'controller', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 182 likes.",Season 2 fit. <hyperlink>
"As the social media manager for 'amd' (Twitter: @AMD), create a tweet using the following keywords: ['amd', 'ryzen', 'processor']. Craft a message that aligns with our brand and is likely to receive at least 438 likes.",The Ryzen 5 2400G is redefining processors with integrated graphics. Read more about this APU from <mention>: <hyperlink> <hyperlink>
"As the social media manager for 'free' (Twitter: @fmtoday), create a tweet using the following keywords: ['group', 'people', 'surround', 'microphone', 'camera', 'surround']. Craft a message that aligns with our brand and is likely to receive at least 141 likes.",Dr M disappointed with EC's delay in results #GE14 #PRU14 <hyperlink> <hyperlink>
"As the social media manager for 'cnn' (Twitter: @CNN), create a tweet using the following keywords: ['woman', 'man', 'wear', 'mask', 'smile', 'wear', 'smile']. Craft a message that aligns with our brand and is likely to receive at least 818 likes.","91,000 people have died from coronavirus since the first state in the US reopened on April 24. Here are some of their stories. <hyperlink> <hyperlink>"
"As the social media manager for 'cisco' (Twitter: @ciscoDC), create a tweet using the following keywords: ['adapt', 'adapt']. Craft a message that aligns with our brand and is likely to receive at least 4 likes.","Redesign your workforce and workplace with technology that’s ready for anything. 
Connect, secure, and automate your business with Cisco. 
#BusinessResiliency
<hyperlink> <hyperlink>"
"As the social media manager for 'free' (Twitter: @hkfp), create a tweet using the following keywords: ['group', 'people', 'yellow', 'vest', 'helmet', 'stand', 'street', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 103 likes.","Police have cordoned off parts of the pavement, saying they are clearing the road for pedestrians to pass. <hyperlink>"
"As the social media manager for 'cameron' (Twitter: @ben_cameron), create a tweet using the following keywords: ['cat', 'lay', 'bed', 'look', 'camera', 'lay', 'look']. Craft a message that aligns with our brand and is likely to receive at least 220 likes.",For every RT of the attached tweet I’ll give Leon a little kiss on his head x <hyperlink> <hyperlink>
"As the social media manager for 'cisco' (Twitter: @CiscoNetworking), create a tweet using the following keywords: ['woman', 'look', 'phone', 'shop', 'look', 'shop']. Craft a message that aligns with our brand and is likely to receive at least 2 likes.","Find out how Cisco provides the <mention> the #network deployment they needed to bring customers a more fun, immersive experience! <hyperlink> <hyperlink>"
"As the social media manager for 'movistar' (Twitter: @rnadalacademy), create a tweet using the following keywords: ['rafael', 'nadal', 'win', 'open', 'grand', 'slam', 'title', 'win']. Craft a message that aligns with our brand and is likely to receive at least 495 likes.","One set away from the 🏆‼️VAMOS <mention>! 
#Rafa4us <hyperlink>"
"As the social media manager for 'sabc' (Twitter: @METROFMSA), create a tweet using the following keywords: ['woman', 'black', 'vest', 'short', 'pose', 'pose']. Craft a message that aligns with our brand and is likely to receive at least 163 likes.","Today on #CentreStage we have performances from <mention> &amp; <mention> 
On #LTP with <mention> &amp; <mention> <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['man', 'traditional', 'clothing', 'wear', 'turban', 'wear', 'glass', 'wear', 'wear']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Panel Lied Against Ex Bauchi Gov Abubakar- Aide <hyperlink> <hyperlink>
"As the social media manager for 'amc' (Twitter: @WalkingDead_AMC), create a tweet using the following keywords: ['man', 'stand', 'jail', 'cell', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 1021 likes.",When the medicinal herbs aren't working and you need a prayer. #TWD <hyperlink>
"As the social media manager for 'belk' (Twitter: @belk), create a tweet using the following keywords: ['game', 'throne', 'collection']. Craft a message that aligns with our brand and is likely to receive at least 557 likes.",Excuse us while we fan girl over the limited edition #UrbanDecay #GameofThrones collection. 🔥❄️ Shop now while supplies last! #FORTHETHRONE #GOT <hyperlink> <hyperlink>
"As the social media manager for 'td' (Twitter: @ThomasGouldSF), create a tweet using the following keywords: ['man', 'woman', 'stand', 'boy', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 120 likes.",Today would have been my nephew Eric Gould’s 30th birthday. We will always remember him. He was an endearing young man and we will always miss him dearly. <hyperlink>
"As the social media manager for 'emerson' (Twitter: @J15Emerson), create a tweet using the following keywords: ['old', 'man', 'sit', 'bench', 'basketball', 'game', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 6 likes.",The Logo just sat down courtside to watch Suns-Magic #NBASummer <hyperlink>
"As the social media manager for 'amc' (Twitter: @WalkingDead_AMC), create a tweet using the following keywords: ['walk', 'dead', 'season', 'episode', 'walk']. Craft a message that aligns with our brand and is likely to receive at least 1101 likes.",Will they adhere to the borders? Find out when #TWD returns with the season finale TONIGHT! <hyperlink>
"As the social media manager for 'mastercard' (Twitter: @MastercardNews), create a tweet using the following keywords: ['man', 'hold', 'bicycle', 'wheel', 'word', 'empower', 'road', 'hold', 'empower', 'get']. Craft a message that aligns with our brand and is likely to receive at least 126 likes.","We're gearing up for #SmallBusinessWeek, a celebration of the small business owners that #StartSomethingPriceless in their communities everyday     <hyperlink> <hyperlink>"
"As the social media manager for 'cisco' (Twitter: @CiscoUKI), create a tweet using the following keywords: ['man', 'hold', 'cello', 'beach', 'hold']. Craft a message that aligns with our brand and is likely to receive at least 2 likes.","Discover how a few engineers and musicians are harmoniously coming together to raise funds for local artist and charities: <hyperlink>

#LifeOnWebex #LiveFromHome <hyperlink>"
"As the social media manager for 'bell' (Twitter: @tacobell), create a tweet using the following keywords: ['man', 'taco', 'purple', 'background']. Craft a message that aligns with our brand and is likely to receive at least 544 likes.","Happy Belated Birthday, <mention>. Hope your birthday was as amazing as this screenshot. <hyperlink>"
"As the social media manager for 'no' (Twitter: @nailogical), create a tweet using the following keywords: ['wooden', 'pen', 'holder', 'pen']. Craft a message that aligns with our brand and is likely to receive at least 3510 likes.","Throwback to last year when I painted my nails 
<hyperlink> <hyperlink>"
"As the social media manager for 'bar' (Twitter: @Chilis), create a tweet using the following keywords: ['woman', 'white', 'dress', 'stand', 'sign', 'say', 'chili', 'stand', 'say']. Craft a message that aligns with our brand and is likely to receive at least 1394 likes.","She lost him, but found Chili’s and somehow that was everything #TS8 #folklore #1989 <hyperlink>"
"As the social media manager for 'cnn' (Twitter: @cnnbrk), create a tweet using the following keywords: ['picture', 'virus', 'dark']. Craft a message that aligns with our brand and is likely to receive at least 824 likes.","More than 1,000 people in the US have died from coronavirus in each of the past five days
<hyperlink> <hyperlink>"
"As the social media manager for 'td' (Twitter: @neasa_neasa), create a tweet using the following keywords: ['woman', 'talk', 'video', 'conference', 'people', 'talk']. Craft a message that aligns with our brand and is likely to receive at least 99 likes.",Big thank you to <mention> and <mention> meeting to discuss Dalymount Park. It's huge part of the Phibsborough community and an organisation that deserves support. <hyperlink>
"As the social media manager for 'williams' (Twitter: @realbdw), create a tweet using the following keywords: ['man', 'black', 'suit', 'red', 'scarf', 'smile', 'smile']. Craft a message that aligns with our brand and is likely to receive at least 4440 likes.",I’d say my day’s been pretty good😎 <hyperlink>
"As the social media manager for 'asus' (Twitter: @ASUSUK), create a tweet using the following keywords: ['mini', 'pc', 'seasonal', 'saving']. Craft a message that aligns with our brand and is likely to receive at least 4 likes.","A PC that’s so ultra-compact you can put it pretty much anywhere
And thanks to the Christmas In July sale, it’s even easier to put it in your basket!

See the deal: <hyperlink> <hyperlink>"
"As the social media manager for 'microsoft' (Twitter: @MSFTResearch), create a tweet using the following keywords: ['lanyard', 'card', 'lanyard', 'attach', 'attach']. Craft a message that aligns with our brand and is likely to receive at least 317 likes.","Alchemy with Friends the card game is back at #NeurIPS2019 with a new expansion pack! Pick up your new set from the Microsoft booth today.

Download last year's cards here: <hyperlink> #AlchemyFriends <hyperlink>"
"As the social media manager for 'williams' (Twitter: @Becsywecsy), create a tweet using the following keywords: ['cardiff', 'airport', 'breakfast']. Craft a message that aligns with our brand and is likely to receive at least 199 likes.","One of many early morning, Monte bound posts you’ll see this week but mine wins because it has porridge in it! Leaving bed at 0215 is brutal &amp; an afternoon nap will defo factor today HOWEVER - we are BACK! The WRC rollercoaster rides again &amp; I for one am mighty excited. #WRCLive <hyperlink>"
"As the social media manager for 'cisco' (Twitter: @CiscoCloud), create a tweet using the following keywords: ['google', 'cloud', 'cisco', 'cloud']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.",New enterprise-grade functionality announced for Cisco #HyperFlex and <mention> #Anthos <hyperlink> <hyperlink>
"As the social media manager for 'qatar airways' (Twitter: @qrsupport), create a tweet using the following keywords: ['pay', 'paypal', 'india', 'pay']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.","<mention> We've attempted the booking our end and are provisioned to the payment screen, Shamraiz. Refer to the attached snippet. We'd recommend clearing the caches and cookies in your PC's temporary file, prior to re-attempting the booking process. Let us know if works afterwards. <hyperlink>"
"As the social media manager for 'hudson' (Twitter: @John_Hudson), create a tweet using the following keywords: ['sure', 'joke', 'laugh', 'laugh']. Craft a message that aligns with our brand and is likely to receive at least 598 likes.","Pompeo would prefer his hometown paper ask him about ""workforce development"" <hyperlink> <hyperlink>"
"As the social media manager for 'blackberry' (Twitter: @BlackBerry), create a tweet using the following keywords: ['coronavirus', 'virus', 'cause', 'cause']. Craft a message that aligns with our brand and is likely to receive at least 27 likes.",Ten Tips for Updating Your Organization’s Crisis Response Plans. The following are guidelines organizations can follow when working to update existing response strategies. Learn more: <hyperlink> <hyperlink>
"As the social media manager for 'williams' (Twitter: @tomwilliams1974), create a tweet using the following keywords: ['child', 'hug', 'hug']. Craft a message that aligns with our brand and is likely to receive at least 127 likes.",New profile pic courtesy of <mention> ❤️❤️ <hyperlink>
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['buhari', 'aide', 'kola', 'abiola', 'die', 'die']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.",First Anniversary: Oyetola Record Breaker – Osun APC <hyperlink> <hyperlink>
"As the social media manager for 'no' (Twitter: @nailogical), create a tweet using the following keywords: ['man', 'woman', 'minion', 'costume', 'sit', 'table', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 12489 likes.","Ben just turned 30 years old and he has a basketball game tomorrrrooooowww

Finally I can say that 

Everyone wish BEYNNN a happy birthday 🎂🎉🍌 <hyperlink>"
"As the social media manager for 'cisco' (Twitter: @CiscoCotto), create a tweet using the following keywords: ['booking', 'page', 'hotel', 'room']. Craft a message that aligns with our brand and is likely to receive at least 2 likes.",How can <mention> survive when taxes and fees cost more than the rental? <hyperlink>
"As the social media manager for 'sabc' (Twitter: @METROFMSA), create a tweet using the following keywords: ['woman', 'yellow', 'jumpsuit', 'red', 'shoe']. Craft a message that aligns with our brand and is likely to receive at least 288 likes.","#LunchWithAFamousFace :We have the beautiful and multi talented voice over artist,news reader and radio host <mention> on #LTP with <mention> <mention> <hyperlink>"
"As the social media manager for 'amc' (Twitter: @WalkingDead_AMC), create a tweet using the following keywords: ['woman', 'dark', 'curly', 'hair', 'red', 'background']. Craft a message that aligns with our brand and is likely to receive at least 1635 likes.",Not all heroes wear capes. #TWD <hyperlink>
"As the social media manager for 'qatar airways' (Twitter: @qatarairways), create a tweet using the following keywords: ['large', 'airplane', 'runway']. Craft a message that aligns with our brand and is likely to receive at least 397 likes.","We are still operating flights to many cities around the world including Jakarta, Venice, Oslo, and Stockholm, helping thousands of passengers get home safely. #TakingYouHome #QatarAirways <hyperlink>"
"As the social media manager for 'free' (Twitter: @FootySuperTips), create a tweet using the following keywords: ['liverpool', 'player', 'celebrate', 'final', 'whistle', 'celebrate']. Craft a message that aligns with our brand and is likely to receive at least 52 likes.","""I cannot find a single Liverpool player that improves Real Madrid"" 

🗣 Vicente del Bosque

Thoughts?

🤔 <hyperlink>"
"As the social media manager for 'ibm' (Twitter: @IBMSecurity), create a tweet using the following keywords: ['people', 'business', 'attire', 'look', 'server', 'look']. Craft a message that aligns with our brand and is likely to receive at least 113 likes.","What is the #darkweb and how do criminals use it? Explore the dark web, the future of cybersecurity, and the advancement of cyberthreats in “Dark Web: Fighting Cybercrime” on <mention>: <hyperlink> <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['spire', 'notre', 'dame', 'cathedral', 'paris', 'france', 'see', 'jan', 'see']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Notre Dame Cathedral To Miss First Christmas In Over Two Centuries <hyperlink> <hyperlink>
"As the social media manager for 'cisco' (Twitter: @CiscoUKI), create a tweet using the following keywords: ['cyber', 'security', 'alert', 'uk', 'investigate', 'investigate']. Craft a message that aligns with our brand and is likely to receive at least 3 likes.",Did you know just under 1/2 of #cybersecurity alerts are investigated? Grab your 🔍with us at #infosec18 🕵️♀️#cybersecurity <hyperlink> <hyperlink>
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['bacteria', 'virus', 'show', 'image', 'show']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Spain’s Coronavirus Death Toll Climbs By Over 200 Overnight <hyperlink> <hyperlink>
"As the social media manager for 'free' (Twitter: @HomeFreeGuys), create a tweet using the following keywords: ['group', 'people', 'stage', 'microphone']. Craft a message that aligns with our brand and is likely to receive at least 450 likes.",Our first time performing in Taiwan was SOOOOO much fun! Thank you for letting us be a part of the #VocalAsiaFestival! <hyperlink>
"As the social media manager for 'cbc' (Twitter: @cbcsports), create a tweet using the following keywords: ['kevin', 'reynolds']. Craft a message that aligns with our brand and is likely to receive at least 217 likes.","Canadian Kevin Reynolds retires from figure skating
<mention>
<hyperlink> <hyperlink>"
"As the social media manager for 'harris teeter' (Twitter: @HarrisTeeter), create a tweet using the following keywords: ['man', 'sign', 'young', 'boy', 'hand', 'store', 'sign']. Craft a message that aligns with our brand and is likely to receive at least 56 likes.",We're excited to see you Monday! Stop by our Ballantyne Commons location and meet <mention> <mention> from 5pm - 6pm. #Teeternews <hyperlink>
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['civil', 'defence', 'corp', 'train', 'corps', 'member', 'security', 'train']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.","NSCDC Cooperative Distributes 5 Cars, 35 Motorcycles, Others To Members <hyperlink> <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['woman', 'dreadlock', 'talk', 'reporter', 'talk']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.","[VIDEO] Fans Get Excited As Joeboy, Haruna Ishola And Others Perform At Felabration 2019 | TV Independent <hyperlink> <hyperlink>"
"As the social media manager for 'icici bank' (Twitter: @ICICIBank), create a tweet using the following keywords: ['drive', 'home', 'favorite', 'car', 'smart', 'choice', 'smart', 'emm', 'drive']. Craft a message that aligns with our brand and is likely to receive at least 9 likes.","Now drive a new car home and enjoy added benefits when you choose the 'SMART EMI' facility brought to you by #ICICIBank in association with TranzLease. It includes ⬇

✅ Full tenure insurance and maintenance
✅ Risk protection
✅ Lower EMI 

Visit: <hyperlink> <hyperlink>"
"As the social media manager for 'mtn' (Twitter: @MTNGhana), create a tweet using the following keywords: ['man', 'shake', 'hand', 'large', 'check', 'shake']. Craft a message that aligns with our brand and is likely to receive at least 89 likes.","With inspiration from his dad who was a science teacher, he has helped create a solution to making learning science at the basic level simple. Congratulations to the ultimate winner of the  MTN Heroes of Change Season 5, Charles Ofori Antipem.
#MTNHeroes #WeDey4U <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['woman', 'long', 'hair', 'smile', 'camera', 'smile']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",How Hollywood Exec Wanted Julia Roberts To Play Harriet Tubman <hyperlink> <hyperlink>
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['coachella', 'cancel', 'coronavirus', 'cancel']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Coachella 2020 Officially Cancelled <hyperlink> <hyperlink>
"As the social media manager for 'free' (Twitter: @BornFreeUSA), create a tweet using the following keywords: ['monkey', 'eat', 'flower', 'eat']. Craft a message that aligns with our brand and is likely to receive at least 76 likes.","Caleb, a Hamadryas baboon at our Primate Sanctuary, is enjoying the warm weather (and the blooming flowers)! At our Primate Sanctuary, we aim to provide the primate residents with conditions as close as possible those in the wild, including plenty of opportunity to explore! <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['statue', 'people', 'stand', 'building', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.","Desist From Spreading Fake News On Coronavirus, LUTH Official Warns Nigerians <hyperlink> <hyperlink>"
"As the social media manager for 'raytheon' (Twitter: @TheHall), create a tweet using the following keywords: ['man', 'wear', 'glass', 'helmet', 'sit', 'field', 'wear', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 104 likes.",Pads are on!! <hyperlink>
"As the social media manager for 'cnn' (Twitter: @CNN), create a tweet using the following keywords: ['cnn', 'chris', 'cillizza', 'firing', 'ford', 'cfo']. Craft a message that aligns with our brand and is likely to receive at least 508 likes.","Democratic Sen. Mazie Hirono called Republican Sen. Susan Collins' comments on Christine Blasey Ford ""insulting"" to Ford and other victims of sexual assault <hyperlink> <hyperlink>"
"As the social media manager for 'sabc' (Twitter: @METROFMSA), create a tweet using the following keywords: ['man', 'woman', 'hold', 'framed', 'picture', 'hold']. Craft a message that aligns with our brand and is likely to receive at least 217 likes.",From our acting Station Manager Mr Tony Soglo &amp; acting Programmes Manager Nathi Nthangeni we congratulate <mention> &amp; <mention> 🎉🎊🍾🍾 on 🔥🔥🔥🔥💃🏾 on the #Get2GetherExperience coming to you simulcast on <mention> &amp; <mention> <hyperlink>
"As the social media manager for 'cnn' (Twitter: @CNNPolitics), create a tweet using the following keywords: ['biden', 'bid', 'win', 'white', 'house', 'win']. Craft a message that aligns with our brand and is likely to receive at least 976 likes.",Plans are being discussed for Joe Biden to attend George Floyd's funeral <hyperlink> <hyperlink>
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['young', 'man', 'dreadlock', 'soccer', 'field']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Liverpool Begin Talks To Sign Eduardo <hyperlink> <hyperlink>
"As the social media manager for 'walmart' (Twitter: @WalmartWorld), create a tweet using the following keywords: ['woman', 'sit', 'desk', 'laptop', 'computer', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 8 likes.","""A culture that embraces individuals &amp; allows them to contribute at any level can really make a difference. That can sound kind of cliché, but I’ve found it to be so motivating and engaging."" - Anne Marie, Vice President of Toys &amp; U.S. Navy veteran. #TeamWalmart <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['swimmer', 'pool', 'back', 'camera']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Get Pools Reopened- Olympic Swimmers Tell Trump <hyperlink> <hyperlink>
"As the social media manager for 'cisco' (Twitter: @CiscoSP360), create a tweet using the following keywords: ['group', 'people', 'work', 'computer', 'room', 'work']. Craft a message that aligns with our brand and is likely to receive at least 2 likes.",TOMORROW: Join us for a Cisco Knowledge Network webinar on what to expect from service provider at Cisco Live US! #CLUS Click to register: <hyperlink> <hyperlink>
"As the social media manager for 'williams' (Twitter: @SonnyBWilliams), create a tweet using the following keywords: ['man', 'child', 'stand', 'neon', 'sign', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 3041 likes.","Thanks for having us 
brother. Food always on
point. Alhamdullilah 🤲🏽❤️ <hyperlink>"
"As the social media manager for 'astro' (Twitter: @ASTRO_Staff), create a tweet using the following keywords: ['man', 'hold', 'pumpkin', 'mask', 'backpack', 'hold']. Craft a message that aligns with our brand and is likely to receive at least 19442 likes.","[#아스트로 #MJ]
🎃HAPPY HALLOWEEN🎃
Trick or treat👻💝

Candy Please〰️🤲🍭

#ASTRO #AROHA #아로하
#할로윈 #Halloween <hyperlink>"
"As the social media manager for 'microsoft' (Twitter: @MicrosoftEDU), create a tweet using the following keywords: ['dive', 'skype', 'classroom', 'dive']. Craft a message that aligns with our brand and is likely to receive at least 70 likes.","Inspire your students to celebrate and protect the world’s oceans. This upcoming #WorldOceansDay, explore the exciting lessons available with #SkypeClassroom. <hyperlink> <hyperlink>"
"As the social media manager for 'shoprite' (Twitter: @ShopRiteStores), create a tweet using the following keywords: ['man', 'kneel', 'dirt', 'green', 'shirt', 'kneel']. Craft a message that aligns with our brand and is likely to receive at least 4 likes.",Plant a Tree on Arbor Day! ShopRite assists so many great organizations that protect and restore the natural landscapes we all love. We even plant trees! Plant a tree in your own community this Arbor Day! Find out more about the organizations we support at <hyperlink> <hyperlink>
"As the social media manager for 'williams' (Twitter: @w_terrence), create a tweet using the following keywords: ['group', 'man', 'show', 'instagram', 'show']. Craft a message that aligns with our brand and is likely to receive at least 694 likes.",People that hate on me like this make me laugh. I must be doing something right. <hyperlink>
"As the social media manager for 'qatar airways' (Twitter: @qatarairways), create a tweet using the following keywords: ['qatar', 'airline', 'launch', 'new', 'service', 'london', 'launch']. Craft a message that aligns with our brand and is likely to receive at least 383 likes.","Today marks 10 years of operations for #QatarAirways to South America, carrying 1,000,000 passengers since 2010. #GoingPlacesTogether <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['man', 'blue', 'shirt', 'white', 'shirt']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Iseyin – Ogbomoso Road: I’m Happy It’s Happening In My Time – Aseyin <hyperlink> <hyperlink>
"As the social media manager for 'toyota' (Twitter: @DriveToyota), create a tweet using the following keywords: ['silver', 'suv', 'bicycle', 'roof']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Pack all your family’s plans into the #Sequoia. <hyperlink> #LetsGoPlaces <hyperlink>
"As the social media manager for 'cbc' (Twitter: @cbcsports), create a tweet using the following keywords: ['woman', 'blue', 'jacket', 'white', 'hat', 'play', 'golf', 'play']. Craft a message that aligns with our brand and is likely to receive at least 65 likes.",Brooke Henderson bursts into lead at CP Women's Open <hyperlink> <hyperlink>
"As the social media manager for 'cnn' (Twitter: @CNN), create a tweet using the following keywords: ['statue', 'man', 'stand', 'pillar', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 588 likes.",Two more states are dumping Columbus Day to celebrate indigenous peoples instead <hyperlink> <hyperlink>
"As the social media manager for 'cnn' (Twitter: @cnni), create a tweet using the following keywords: ['set', 'sewing', 'tool', 'scissor']. Craft a message that aligns with our brand and is likely to receive at least 1184 likes.",How to make your own face mask <hyperlink> <hyperlink>
"As the social media manager for 'wwf' (Twitter: @climateWWF), create a tweet using the following keywords: ['human', 'use', 'land', 'infographic']. Craft a message that aligns with our brand and is likely to receive at least 188 likes.","#DYK that the way we use land drives #ClimateChange, &amp; that in turn affects the state of our planet’s land? Protecting the land beneath our feet is crucial for our food security, ecosystems and more🥗🌍<hyperlink> #IPCC #SRCCL <hyperlink>"
"As the social media manager for 'astro' (Twitter: @stadiumastro), create a tweet using the following keywords: ['man', 'curly', 'hair', 'blue', 'shirt']. Craft a message that aligns with our brand and is likely to receive at least 97 likes.",You're gonna need to watch Arsenal's games in HD to not confuse them. <hyperlink>
"As the social media manager for 'monster' (Twitter: @LanceHoyt), create a tweet using the following keywords: ['wrestler', 'kneel', 'ring', 'kneel']. Craft a message that aligns with our brand and is likely to receive at least 467 likes.",Once the EBD Claw gets locked on. NO ONE SURVIVES! <mention> <mention> This won’t be pretty but it sure will be FUN!  Well. For me anyways!  #everybodydies <hyperlink>
